Question,Answer,Wrong_Answer
Jennifer asked Cynthia if she had heard any complaints about the new teacher but _ had not heard any. Who does the blank refer to in the sentence?,Cynthia,Jennifer
"Bob decided that it hurt more to be shot with the bow than the gun, because the _ damaged fewer organs. What does the blank refer to in the sentence?",gun,bow
"Despite waiting for hours, Betty hoped Mary would show up, as _ still had time to rush there for her. Who does the blank refer to in the sentence?",Mary,Betty
"The woman got the blouse instead of the shirt, because the _ was a more fitting size. What does the blank refer to in the sentence?",blouse,shirt
I grabbed my overcoat from the closet only to realize that the _ was too small for it. What does the blank refer to in the sentence?,closet,overcoat
Erin is driving Betty to the airport in the morning to catch the flight. _ prepares the car by filling the tank. Who does the blank refer to in the sentence?,Erin,Betty
"They took the cure at the spring rather than the creek, as the _ was more palliative to their condition. What does the blank refer to in the sentence?",spring,creek
"Brett wanted to drive on Eric's car, but it had a flat tire. _ was disappointed. Who does the blank refer to in the sentence?",Brett,Eric
Their mother trusted Derrick over Dennis with the car because _ was more reckless when driving. Who does the blank refer to in the sentence?,Dennis,Derrick
We kept the bread in the box to help prevent mold and to keep it out of sight because the _ made the kitchen look messy. What does the blank refer to in the sentence?,bread,mold
"Mary has accidentaly spilled a hot coffee on Erin's jeans, so _ offers to clean them. Who does the blank refer to in the sentence?",Mary,Erin
Benjamin was better at shooting the gun than Randy because _ went to the shooting range every week. Who does the blank refer to in the sentence?,Benjamin,Randy
"Ben was a book worm. He loved both fiction and non-fiction books, but he chose the _ book as it was realistic. What does the blank refer to in the sentence?",non-fiction books,fiction books
John bought the large painting but ignored the sculpture displayed because the _ is unattractive. What does the blank refer to in the sentence?,sculpture,painting
"At a deserted church, Peg picked up the cross but didn't pick up the dagger, which was good because the _ was cursed. What does the blank refer to in the sentence?",dagger,cross
"He liked to drink wine rather than liquor, because the _ left a bad taste in his mouth. What does the blank refer to in the sentence?",liquor,wine
The business sells more scones than they do muffins. People say the _ are more flavorful. What does the blank refer to in the sentence?,scones,muffins
"Mushrooms are a favorite of Maria, but Rachel can't stand them one bit. _ is closed-minded to new foods. Who does the blank refer to in the sentence?",Rachel,Maria
Kenneth watches news every night but Christopher only watches movies as _ likes things like romance. Who does the blank refer to in the sentence?,Christopher,Kenneth
"Betty suspected that Carrie was a con artist, because they kept trying to get _ 's money from her. Who does the blank refer to in the sentence?",Betty,Carrie
"We could only check the throat for infection using the spoon, not the stick, since the _ was sanitary. What does the blank refer to in the sentence?",spoon,stick
John cannot hear any of John's words in the midst of the noise from the crowd. The _ is too high. What does the blank refer to in the sentence?,noise,word
Victoria ordered Jessica to wash the dirty clothes using the washing machine. _ was a submissive person. Who does the blank refer to in the sentence?,Jessica,Victoria
Jessica quietly told Tanya that she is deeply in debt and can't pay it back.  _ was embarrassed. Who does the blank refer to in the sentence?,Jessica,Tanya
"The crane could not raise the ship, but could bring up the boat, as the _ was light for its size. What does the blank refer to in the sentence?",boat,ship
"Jason suggests that they run quickly through the rain and pretend it's falling lava, because the _ would be more exciting. What does the blank refer to in the sentence?",lava,rain
"Samantha was generally faster at running than Jessica, so it was surprising when _ lost the race by a large margin. Who does the blank refer to in the sentence?",Samantha,Jessica
Jason brought comfortable sandals and a pair of very tight boots to the hotel. He wore the _ and walked around relaxedly. What does the blank refer to in the sentence?,sandals,boots
"Jake bought iceberg lettuce instead of organic kale, because _ was available at a higher price. What does the blank refer to in the sentence?",kale,lettuce
Rachel envied Samantha during the festival because _ wanted to be a great DJ playing music that pumped the crowd. Who does the blank refer to in the sentence?,Rachel,Samantha
The music coming from the stereo was louder than the music coming from the computer because the speakers on the _ were smaller. What does the blank refer to in the sentence?,computer,stereo
The argument that I had with my sister was nicer than the debate with my father because the _ was mild. What does the blank refer to in the sentence?,argument,debate
"Because Samantha was shy and Monica was very popular in school, _ had very many friends to hang out with. Who does the blank refer to in the sentence?",Monica,Samantha
Yuri gave his girlfriend a wisteria instead of a rose because the _ was more fragrant. What does the blank refer to in the sentence?,wisteria,rose
"Playing party music suited Joseph, but not Samuel because _ loved to go to the club and dance. Who does the blank refer to in the sentence?",Joseph,Samuel
Jane played the game on her phone instead of her tablet because she left the _ at home. What does the blank refer to in the sentence?,tablet,phone
"She thought it was far less relaxing at the beach than at the park, because the _ was chaotic. What does the blank refer to in the sentence?",beach,park
"Getting flowers to bloom was easier for Joseph than Brian, as _ had a good knowledge of gardening . Who does the blank refer to in the sentence?",Joseph,Brian
"Angela had bad cramps during her period every month, so her mother Katrina offered her chamomile tea to help. _ drank the tea and hoped it would help. Who does the blank refer to in the sentence?",Angela,Katrina
The woman decided to make cake instead of pie because she had lost the receipe for the _ . What does the blank refer to in the sentence?,pie,cake
"The principal at the school ordered the dirty carpet in the auditorium replaced with hardwood, the _ was old. What does the blank refer to in the sentence?",carpet,hardwood
"Michael introduced Jason to the sport of freshwater fishing, although _ grew up right next to a lake. Who does the blank refer to in the sentence?",Jason,Michael
"Joseph did no possess the skills needed to get the job compared to Brett, because _ failed University. Who does the blank refer to in the sentence?",Joseph,Brett
Matthew is much better at putting makeup on Jason although _ is a professional makeup artist. Who does the blank refer to in the sentence?,Jason,Matthew
Nelson liked to read books in their hardcover form but Dennis liked them in digital form. _ bought the latest Tom Clancy book at Borders. Who does the blank refer to in the sentence?,Nelson,Dennis
The journalist tried to write the questions down on the cards but the _ were too small. What does the blank refer to in the sentence?,cards,questions
The presentation confused Adam so he decided to read a summary. The _ provided much confusion. What does the blank refer to in the sentence?,presentation,summary
The new bra did not fit the bust properly because  the _ was too narrow. What does the blank refer to in the sentence?,bra,bust
"Kylie had her mind set on seeing Venice by boat, but she was in a hurry so she saw it by trolley since the _ was slow. What does the blank refer to in the sentence?",boat,trolley
She left the coach and headed to the taxi so she could take a faster route but the _ was actually slower. What does the blank refer to in the sentence?,taxi,coach
"The CEO brought in new software and machinery to improve innovations, but the _ had faulty parts. What does the blank refer to in the sentence?",machinery,software
Joseph cares for Kyle much of the time since _ is willing to take responsibility. Who does the blank refer to in the sentence?,Joseph,Kyle
"Sarah took their bird to Rachel at the vet office, because _ thought their bird was acting weird. Who does the blank refer to in the sentence?",Sarah,Rachel
Michael thought Craig had turned into a werewolf when _ intentionally made a shadow that looked like an  upright wolf. Who does the blank refer to in the sentence?,Craig,Michael
"Jeffrey knew how to sneak out of the house without Brett knowing, as _ was very crafty. Who does the blank refer to in the sentence?",Jeffrey,Brett
"Kyle advised Justin to not drink too much cold water before bed, because _ is a doctor. Who does the blank refer to in the sentence?",Kyle,Justin
I really enjoyed my meal a lot better than John enjoyed his dinner because the _ was tasteless. What does the blank refer to in the sentence?,dinner,meal
My dog has diarrhea so I didn't feed her for a day and followed up with cooked chicken instead of her dog food because the _ would help. What does the blank refer to in the sentence?,cooked chicken,dog food
"To maintain his psychological health, Adam had to avoid Kenneth because _ was very toxic. Who does the blank refer to in the sentence?",Kenneth,Adam
"My mom bought me cookies, but I couldn't get them in the containers, because the _ were too little. What does the blank refer to in the sentence?",containers,cookies
"When deciding what foreign language to take at school, I picked French instead of Chinese because the _  language is easier to read. Who does the blank refer to in the sentence?",French,Chinese
Jessica picked a white and pink flower corsage for prom but not Victoria because _ went dateless. Who does the blank refer to in the sentence?,Victoria,Jessica
Jane wanted to brush and style her hair in a new style but the _ was too thick. What does the blank refer to in the sentence?,hair,brush
Christine had a safer job than Samantha since _ worked as a welder at great heights. Who does the blank refer to in the sentence?,Samantha,Christine
Samuel had to fill their car with gas but not Leslie because _ had a gas powered vehicle. Who does the blank refer to in the sentence?,Samuel,Leslie
Neil wasn't a proficient percussionist while Robert was very accomplished. _ was forced to play the triangle for the orchestra. Who does the blank refer to in the sentence?,Neil,Robert
"The heavy wind and fog made driving difficult, especially in the dark. The _ cut visibility in the car too much. What does the blank refer to in the sentence?",fog,wind
"Rebecca had to ask Elena if they could cheat, because _ had not studied the night before. Who does the blank refer to in the sentence?",Rebecca,Elena
"The sun is a lot brighter than the other star, because the _ is a lot farther. What does the blank refer to in the sentence?",star,sun
"Kenneth wanted Joseph to get into plus size modeling, because _ thought that they would be perfect for it. Who does the blank refer to in the sentence?",Kenneth,Joseph
Sarah really liked masturbation but Carrie liked sex more. _ was perfectly happy home alone on a Saturday. Who does the blank refer to in the sentence?,Sarah,Carrie
Aaron was desperately trying to avoid eating candies but Craig was not because _ was overweight. Who does the blank refer to in the sentence?,Aaron,Craig
Adam was always happy to be able to study but Craig was not because _ was a very diligent student. Who does the blank refer to in the sentence?,Adam,Craig
"Late on Monday, Christine was doing an excel report for Erin because _ was the employee. Who does the blank refer to in the sentence?",Christine,Erin
"Eli bought a case for his guitar over the carrying bag, because the _ offered less protection. What does the blank refer to in the sentence?",bag,case
Karen preferred leather furniture to cloth furniture because she found the _ furniture easier to clean. What does the blank refer to in the sentence?,leather,cloth
I sent a sick relative a card and a plant but he's allergic to the plant so the _ was thrown away. What does the blank refer to in the sentence?,plant,card
Carrie often heard person Mary swearing in front of children so _ was asked to stop. Who does the blank refer to in the sentence?,Mary,Carrie
Christine is a slower driver than Rachel because _ is always in a hurry to get everywhere. Who does the blank refer to in the sentence?,Rachel,Christine
Victoria asked Samantha to draft up a power of attorney document for them since _ was knowledgeable about it. Who does the blank refer to in the sentence?,Samantha,Victoria
Craig's cakes were always more fluffy and moist than Leslie's because _  didn't know to use applesauce as an ingredient. Who does the blank refer to in the sentence?,Leslie,Craig
"Jennifer was a hoarder while Lindsey had very few personal items, so _ took up almost none of their storage space. Who does the blank refer to in the sentence?",Lindsey,Jennifer
"The lifting improved her flexibility, while, strangely, the stretching did not.  The _ was just so effective for her goals. What does the blank refer to in the sentence?",lifting,stretching
Melanie needs new mascara and needs to choose between waterproof and regular. She chooses the _ because it washes off easily. What does the blank refer to in the sentence?,regular,waterproof
The doll could not be placed into the toy store because the _ was too proper. What does the blank refer to in the sentence?,store,doll
"Michael went to Leslie to get a new tattoo , because _ wanted some beautiful body art. Who does the blank refer to in the sentence?",Michael,Leslie
The first sentence was more important than the second paragraph because the _ detailed everything important. What does the blank refer to in the sentence?,sentence,paragraph
Matthew didn't have the documents necessary to get their license so they asked Donald to drive them to the city because _ has a car. Who does the blank refer to in the sentence?,Donald,Matthew
"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates. Who does the blank refer to in the sentence?",Ian,Neil
Justin told Robert that he had converted to Islam last week.  _ was peaceful. Who does the blank refer to in the sentence?,Justin,Robert
"Because Erin spent more time on her costume than Megan, _ won the costume contest at school. Who does the blank refer to in the sentence?",Erin,Megan
Randy bought a razor for Steven because _ wanted to help the other shave his beard. Who does the blank refer to in the sentence?,Randy,Steven
I prefer the white gravy to the brown gravy on my biscuits as the _ is boring. What does the blank refer to in the sentence?,brown gravy,white gravy
"After the restaurants closed, everyone moved from the restaurants to the bar, so the _ became empty. What does the blank refer to in the sentence?",restaurants,bar
Kevin is a lot more knowledgeable about plants versus William because _ is a salesman. Who does the blank refer to in the sentence?,William,Kevin
Woolen scarf is better in cold weather than the cotton scarf because the _ is thick. What does the blank refer to in the sentence?,woolen scarf,cotton scarf
Mark used a towel on the windshield of his car because the _ was dry. What does the blank refer to in the sentence?,towel,windshield
"After the tornado destroyed their wood home they replaced it with a metal one, the _ was stable. What does the blank refer to in the sentence?",metal,wood
The sick people went to hospital and the well people went to their workplace. This was because the _ was a good place for sick people. What does the blank refer to in the sentence?,hospital,workplace
"Ryan wondered if Donald thought he was an enemy, but _ said he was being crazy. Who does the blank refer to in the sentence?",Donald,Ryan
"Samantha accused Kayla of cheating by looking at her cards, because _ kept winning the game. Who does the blank refer to in the sentence?",Kayla,Samantha
The man was very respectful to Felicia instead of Rebecca because _ was a rude individual. Who does the blank refer to in the sentence?,Rebecca,Felicia
Brian had a hard time cutting the food but not Nelson because _ had a dull knife. Who does the blank refer to in the sentence?,Brian,Nelson
Neil thought Randy was exhibiting some bad behaviors but  _ didn't want to behave better. Who does the blank refer to in the sentence?,Randy,Neil
The grades of Jennifer were terrible compared to Carrie because _  always studied hard in school. Who does the blank refer to in the sentence?,Carrie,Jennifer
"Betty's boyfriend is uglier than Rachel's happens to be, so _ is more likely to be pretty. Who does the blank refer to in the sentence?",Rachel,Betty
Paying the electricity bill is an adult responsibility for Joseph but not for Jeffrey as _ lives with his parents. Who does the blank refer to in the sentence?,Jeffrey,Joseph
Ryan asked if Michael had any stomach medicine for indigestion because _ was not feeling well. Who does the blank refer to in the sentence?,Ryan,Michael
"Jose hated the fabric on my couch, but loved the material on my mom's sofa, because the _ was soft. What does the blank refer to in the sentence?",material,fabric
"Lawrence asked the Leslie who was behind the counter what was the exasperation date on the milk, _ is a customer. Who does the blank refer to in the sentence?",Lawrence,Leslie
The man tried to put the rock into the aquarium but the _ was too small. What does the blank refer to in the sentence?,aquarium,rock
"My meeting with Marina was at eight but my shuttle was coming at nine so the timing was tight. Luckily, the _ was late. What does the blank refer to in the sentence?",shuttle,meeting
Olga had an easier time reading the book than the note because the _ was printed. What does the blank refer to in the sentence?,book,note
"Justin needed to trap Jeffrey, because _ was looking to destroy the neighborhood with vandalism. Who does the blank refer to in the sentence?",Jeffrey,Justin
"After listening to the radio Rachel asked Amy about the punk music, because _ had always listened to music like that. Who does the blank refer to in the sentence?",Amy,Rachel
"Drinking coffee was a favorite past time in the village but not in the city, as the _ had a strong coffee shop culture. What does the blank refer to in the sentence?",village,city
Arona painted her toenails with gel polish instead of lacquer polish because she thought the _ wouldn't last long. What does the blank refer to in the sentence?,lacquer,gel
"A loner since childhood, Natalie never had many friends while Maria was popular. _ had never fit into society. Who does the blank refer to in the sentence?",Natalie,Maria
"Ben wanted to dye his hair blue or brown, but the _ color was too dull. What does the blank refer to in the sentence?",brown,blue
The laptop computer was a better choice for me over a desktop because the _ was convenient. What does the blank refer to in the sentence?,laptop,desktop
"Adam's internet was working fine but it was not for Robert, so _ was able to browse web pages. Who does the blank refer to in the sentence?",Adam,Robert
A lesson was given by Mary to Jessica on cooking carrot oil due to _ being a novice in the kitchen. Who does the blank refer to in the sentence?,Jessica,Mary
"At the store, Adam spilled the paint all over the rug. The _ covered all over it. What does the blank refer to in the sentence?",paint,rug
"The exam was tough for Craig but was a breeze for Benjamin , as _ focused on studying. Who does the blank refer to in the sentence?",Benjamin,Craig
Ben went to a restaurant and was stuck between ordering ginger or peppermint tea. He chose the _ because he liked the freshness. What does the blank refer to in the sentence?,mint,ginger
The pasta of Christine always tastes more authentic than Cynthia's because _ is a famous cook. Who does the blank refer to in the sentence?,Christine,Cynthia
Carrie was able to remain silent for the whole day unlike Victoria as _ is an introvert when she is at school. Who does the blank refer to in the sentence?,Carrie,Victoria
My grandfather had a disease that was less severe than his wife's cancer because the _ was treatable. What does the blank refer to in the sentence?,disease,cancer
The cowboy tried to pack his boots in the closets but the _ were too small. What does the blank refer to in the sentence?,closets,boots
Mary's friend liked driving a go cart over a bike because she was more indifferent about the _ . What does the blank refer to in the sentence?,bike,cart
"Casey was driving in bad weather, and tried to call their friend on the phone despite the bad signal. The call had failed because the _ dropped. What does the blank refer to in the sentence?",signal,phone
Michael burnt the chicken on the grill while making dinner for Kenneth. _ was unfazed by it. Who does the blank refer to in the sentence?,Kenneth,Michael
"Frustration was a daily part of Robert's life and not Lawrences, since _ was a patient person. Who does the blank refer to in the sentence?",Lawrence,Robert
Dating is far easier than courting because with the _ you never have to ask for the parents permission. What does the blank refer to in the sentence?,dating,courting
The woman has 1 jar of nuts and 10 jars of beans in her pantry because the _ were plentiful. What does the blank refer to in the sentence?,beans,nuts
"Having blackheads made Matthew self-conscious, but Eric didn't care about having them. _ had always been self-conscious about their skin. Who does the blank refer to in the sentence?",Matthew,Eric
She filed her nails but split two emery boards because the _ were so weak. What does the blank refer to in the sentence?,emery boards,nails
"When we sold the house, we left the furniture but took the television because the _ was heavy. What does the blank refer to in the sentence?",furniture,television
James placed his laptop on his lap and it burnt his skin. The _ was hot. What does the blank refer to in the sentence?,laptop,lap
"I tried to put my new gloves on, but they didn't fit my fingers, because the _ were too fat. What does the blank refer to in the sentence?",fingers,gloves
"I tried to install a bird perch bar into my bird's cage, but struggled to get it in due to the _ being too wide. What does the blank refer to in the sentence?",bar,cage
"the flower on the garden looked scarce from a distance, the _ was too small. What does the blank refer to in the sentence?",flower,garden
Mary aged much better than Cynthia because _ was smoking all of their spare time. Who does the blank refer to in the sentence?,Cynthia,Mary
Kayla disarmed the burglar with pepper spray while Cynthia punched him. _ had always been nonviolent in confrontations. Who does the blank refer to in the sentence?,Kayla,Cynthia
Benjamin let Derrick crash on his couch because _ 's girlfriend had kicked him out and ended their long term relationship. Who does the blank refer to in the sentence?,Derrick,Benjamin
"Nelson arrived at the game much later than Justin, because _ did not have the game time written on his calendar. Who does the blank refer to in the sentence?",Nelson,Justin
The young couple was furnishing their new home and decided to buy the drawer but not the dresser because the _ was out of reach. What does the blank refer to in the sentence?,dresser,drawer
"Amy was grateful to Patricia for giving her some nausea medication, because _ felt really sick. Who does the blank refer to in the sentence?",Amy,Patricia
"Nick knew the answers in advance, while Benjamin did not, because _ had studied their textbook. Who does the blank refer to in the sentence?",Nick,Benjamin
"Amy has a gastroparesis and needs professional help from Maria, because _ can't treat it herself. Who does the blank refer to in the sentence?",Amy,Maria
Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is old. What does the blank refer to in the sentence?,night shirt,tuxedo shirt
"Samantha just loved annoying the heck out of Felicia , so _ tried spending less time with her. Who does the blank refer to in the sentence?",Felicia,Samantha
"Justin observed Benjamin had a proclivity for getting into trouble, eventually _ diagnosed him with borderline personality disorder. Who does the blank refer to in the sentence?",Justin,Benjamin
Elena wanted to move to England but Christine informed them with all the Brexit nonsense it's now complicated so _ is well informed. Who does the blank refer to in the sentence?,Christine,Elena
"The boys stuffed animals were lost in the fire, but the other toys were saved. The boy was happy about the _ . What does the blank refer to in the sentence?",other toys,stuffed animals
"he prefers to read the bible over another book, because he believes the _ is better for him. What does the blank refer to in the sentence?",bible,book
Amy visited Erin's office to plan out their curriculum because _ was taking college classes. Who does the blank refer to in the sentence?,Amy,Erin
"Patricia was eager to learn French from Jessica , so _ agreed to provide tutoring for her. Who does the blank refer to in the sentence?",Jessica,Patricia
"While dressing for the party, Salle Mae took off the pearl necklace and replaced it a chain necklace. The _ necklace was too fancy for this event. What does the blank refer to in the sentence?",pearl,chain
"Needing money, the man decided to sell the guitar instead of the piano, because the _ would sell for a higher amount. What does the blank refer to in the sentence?",guitar,piano
Craig wanted to get a fish from Joel because _ liked watching them swim around. Who does the blank refer to in the sentence?,Craig,Joel
"The pumpkin yield this year was very weak and used more water than anticipated, so the _ supply ran low. What does the blank refer to in the sentence?",pumpkin,water
"The cake won the prize over the cupcake, because the _ was uglier and less delicious. What does the blank refer to in the sentence?",cupcake,cake
"The crowd of people left the platform and boarded the train, and therefore the _ became deserted. What does the blank refer to in the sentence?",platform,train
Rebecca had a heartache when Sarah happily moved on from their marriage. _ was depressed all the time. Who does the blank refer to in the sentence?,Rebecca,Sarah
Steven but not Benjamin was a good speaker because _ took several linguistic classes in school. Who does the blank refer to in the sentence?,Steven,Benjamin
"The basketball player bought some new balls, but he didn't need new shoes. The _ he had were falling apart. What does the blank refer to in the sentence?",balls,shoes
She was never able to use lash curlers on her lashes because the _ are too large. What does the blank refer to in the sentence?,curlers,lashes
"There was a resonance to Amy's voice that enthralled Sarah, because _ created many beautiful songs. Who does the blank refer to in the sentence?",Amy,Sarah
"The plant took up too much room in the urn, because the _ was small. What does the blank refer to in the sentence?",urn,plant
Emily would smile in all the photographs but not Christine because _ had crooked teeth. Who does the blank refer to in the sentence?,Christine,Emily
I picked up a book at the store on how to find love at 50 but the _ was too crowded. What does the blank refer to in the sentence?,store,book
Jessica asked Victoria how much the internet cost in the neighborhood because _ was clueless about the topic. Who does the blank refer to in the sentence?,Jessica,Victoria
The paragraphs were longer in the newspaper than in the book because the sentences in the _ were shorter. What does the blank refer to in the sentence?,book,newspaper
"Ian enjoys playing volleyball, but Neil hates it. That's because _ 's team always wins. Who does the blank refer to in the sentence?",Ian,Neil
The ball that we use for basketball will not fit in the basket because the _ is too small. What does the blank refer to in the sentence?,basket,ball
"Patricia was good at chess, but Megan was better, so _ ended up coming in second place. Who does the blank refer to in the sentence?",Patricia,Megan
"Nelson had an old, rusty bicycle, while Randy's bicycle was brand new. _ felt ashamed of his bicycle. Who does the blank refer to in the sentence?",Nelson,Randy
James could not stir the soup in the pot without spilling it out. The _ is plenty. What does the blank refer to in the sentence?,soup,pot
The doctor told Samantha they were healthy but Laura they were overweight. _ rarely ate a balanced diet. Who does the blank refer to in the sentence?,Laura,Samantha
"To cope with the stress, Adam replaced the mattress in his room with a wooden board. The _ would prolong the stress. What does the blank refer to in the sentence?",mattress,wooden board
Maria thought the crop circles were mysterious while Lindsey thought they were made by farmers because _ did not believe in aliens. Who does the blank refer to in the sentence?,Lindsey,Maria
"When shopping for fabric, the woman chose the cotton instead of the satin, because she disliked the pattern of the _ . What does the blank refer to in the sentence?",satin,cotton
William was having a good run of luck gambling but Robert was having a run of bad luck. _ took a small pile of chips to cash out. Who does the blank refer to in the sentence?,Robert,William
Sally wanted the dresser in the bedroom but it wouldn't work because the _ was too tiny. What does the blank refer to in the sentence?,room,dresser
Derrick would have to walk to the store around the block unlike Neil since _ lived further away from it. Who does the blank refer to in the sentence?,Derrick,Neil
Steven has no clean clothes so he borrowed some of Kenneth's. Now _ has an outfit to wear. Who does the blank refer to in the sentence?,Steven,Kenneth
"The vacuum that I bought was a lot better than the simple broom, because the _ was weak. What does the blank refer to in the sentence?",broom,vacuum
The young girl did not like wearing the new swim suit because it allowed her to get sunburn; the _ was painful. What does the blank refer to in the sentence?,sunburn,suit
"Hunter saw only rainfall during the winter while Samuel saw lots of snowflakes, so _ lived at a low altitude. Who does the blank refer to in the sentence?",Hunter,Samuel
"At the cosplay convention, Jason showed Brian his new costume because _ was interested in it. Who does the blank refer to in the sentence?",Brian,Jason
"Tanya was really mad at Mary and tried to ignore her, because _ hurt her. Who does the blank refer to in the sentence?",Mary,Tanya
"Katrina had an electric guitar, and Carrie had an acoustic, so _ did not need an amp for their instrument. Who does the blank refer to in the sentence?",Carrie,Katrina
I was able to easily fit my tables through the the double doors. The _ were quite wide. What does the blank refer to in the sentence?,doors,tables
"Craig did horribly on the test because he wasn't prepared like Samuel, therefore _ passed. Who does the blank refer to in the sentence?",Samuel,Craig
"Christine hates to go fishing, but Patricia loves it. This is due to _ being an indoor person. Who does the blank refer to in the sentence?",Christine,Patricia
Kevin was trying to crochet a scarf for Dennis because _ loved to do arts and crafts. Who does the blank refer to in the sentence?,Kevin,Dennis
The weary traveler removed her underwear from her suitcase and put it in the drawer until the _ was full. What does the blank refer to in the sentence?,drawer,suitcase
"Katrina found a lot of mold in the house compared to Tanya, due to _ 's house being ancient. Who does the blank refer to in the sentence?",Katrina,Tanya
Brett was dumber than Aaron on the computer because _ started using a laptop when he was very young. Who does the blank refer to in the sentence?,Aaron,Brett
Matthew didn't want to clean up the kitten's dirty litter box for Justin so _ insisted on payment. Who does the blank refer to in the sentence?,Matthew,Justin
The man wanted to use the downstairs toilet over the upstairs one because the _ toilet is more public. What does the blank refer to in the sentence?,upstairs,downstairs
Matthew called the police because Samuel was having a loud party. The police said it wasn't their jurisdiction and this made _ feel relieved. Who does the blank refer to in the sentence?,Samuel,Matthew
"Tanya has a really nasty cold and goes see  doctor Erin, because _ is a doctor. Who does the blank refer to in the sentence?",Erin,Tanya
The old car would not fit inside the cluttered garage because the _ was too big. What does the blank refer to in the sentence?,car,garage
Randy was helping Eric find a way to improve his credit because _ is an accountant. Who does the blank refer to in the sentence?,Randy,Eric
Steven dropped out of marathon training while Derrick trained harder. _ had never suffered a bad ACL injury. Who does the blank refer to in the sentence?,Derrick,Steven
"Emily was always lagging  Jennifer in the math competition, as _ had a math tutor . Who does the blank refer to in the sentence?",Jennifer,Emily
"The student knew he would get a better grade on the portrait than on the sculpture, because his art teacher praised the _ . What does the blank refer to in the sentence?",portrait,sculpture
The pig's rib was not included in the roast because the _ would have a jarring taste. What does the blank refer to in the sentence?,rib,roast
Erin asked Felicia to borrow some of their yeast because _ wanted to make fresh pizza dough. Who does the blank refer to in the sentence?,Erin,Felicia
Rachel gave classroom organizational advice to Emily because _ was a responsible graduate college student. Who does the blank refer to in the sentence?,Rachel,Emily
The scientists transferred the water from the bottle into the flask until the _ was full. What does the blank refer to in the sentence?,flask,bottle
William boldly proclaimed to Christopher that he was going to become a Hindu from now on.  _ was confident. Who does the blank refer to in the sentence?,William,Christopher
"The tomatoes ripen faster in the pot than in the garden, as the _ exposes them to sunlight. What does the blank refer to in the sentence?",pot,garden
"Kenneth didn't back up there data on a regular basis but Craig did, so _ was fine when their computer crashed. Who does the blank refer to in the sentence?",Craig,Kenneth
The orange tree looks terrible compared to the apple tree because the _ is much more unhealthy. What does the blank refer to in the sentence?,orange tree,apple tree
"Jim, an aspiring author, decided to write a short story over a book because the _ writing is time-consuming. What does the blank refer to in the sentence?",book,story
"Elena didn't want to invite Betty to the party, because _  was a snobby guest. Who does the blank refer to in the sentence?",Betty,Elena
"Sarah showed Monica how to cook a delicious medium rare steak, as _ was an excellent chef. Who does the blank refer to in the sentence?",Sarah,Monica
"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty. Who does the blank refer to in the sentence?",Donald,Matthew
"Eric received essential oils as a birthday present from Brian, because _ thought they would help. Who does the blank refer to in the sentence?",Brian,Eric
Susan and Jane decide to get a new hairstyle. Susan's blonde style looks better than Jane's bangs style because the _ is popular right now. What does the blank refer to in the sentence?,blond,bangs
Public speaking was hated by Megan and not Emily because _ was a very nervous person. Who does the blank refer to in the sentence?,Megan,Emily
"The project that I took on this year was better than my job last year, because the _ was harder. What does the blank refer to in the sentence?",job,project
"Derrick was much heavier than Justin, so _ did not need to sit on more substantial furniture. Who does the blank refer to in the sentence?",Justin,Derrick
"Ann wanted to practice yoga either in the yard or in the bedroom. However, the _ was too dark. What does the blank refer to in the sentence?",bedroom,yard
"Carrie wrapped Lindsey's body in plastic before dragging it outside, because _ was the body. Who does the blank refer to in the sentence?",Lindsey,Carrie
"Samantha's hands were freezing, so she asked Elena if she could borrow some gloves. _ was unprepared for the cold weather. Who does the blank refer to in the sentence?",Samantha,Elena
John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted bad. What does the blank refer to in the sentence?,lemon,chocolate
Sara decorated their Christmas tree and decided against the cross tree topper and chose the star tree topper instead because the _ wasn't too heavy. What does the blank refer to in the sentence?,star,cross
"At the Halloween party, Robert got second in the costume contest won by his enemy Leslie which really made _ mad. Who does the blank refer to in the sentence?",Robert,Leslie
"Kevin was frightened by Aaron carrying a firearm, so _ was asked to put it away. Who does the blank refer to in the sentence?",Aaron,Kevin
Rachel made more mistakes on the test than Cynthia so _ had a lower score. Who does the blank refer to in the sentence?,Rachel,Cynthia
Leslie was a overall more fashionable than Derrick but _ bought a skirt than made them look frumpy. Who does the blank refer to in the sentence?,Leslie,Derrick
It took longer to read the book than the letter because the _ was longer. What does the blank refer to in the sentence?,book,letter
"The man decided a career in the geography would pay more money than a career in the philosophy, because the _ was lucrative. What does the blank refer to in the sentence?",geography,philosophy
Oliver could easily move the box but not the piano because the _ was light. What does the blank refer to in the sentence?,box,piano
"She filled the bucket with water from the tub, so now the _ is fuller. What does the blank refer to in the sentence?",bucket,tub
Mary poured the entire bottle of nail polish in to a paint bowl until the _ was empty. What does the blank refer to in the sentence?,bottle,bowl
The film that Emily made was financed entirely by Amy. This makes _ the film's director. Who does the blank refer to in the sentence?,Emily,Amy
"The cat was very attracted to Jennifer but tended to avoid Megan, because _ was always rough and unkind towards the cat. Who does the blank refer to in the sentence?",Megan,Jennifer
